Time,electricity_production,heat_production,fuel_consumed,heat_to_elec,electrical_efficiency,thermal_efficiency,fuel_blend_ng,fuel_blend_h2,fuel_blend_biomass,fuel_energy,invest_h2,invest_time,active_h2_blending,invest_eb,invest_time_eb,active_eb,heat_to_plant,elec_to_plant,useful_heat,useful_elec,purchased_electricity,heat_stored,heat_withdrawn,heat_over_production,electricity_over_production,ramp_rate,refrigeration_produced,heat_used_for_cooling,elec_used_for_cooling,co2_emissions,total_emissions_per_interval,carbon_credits,credits_purchased,credits_earned,credits_sold,exceeds_cap,credits_held,emissions_difference,credits_used_to_offset,below_cap,invest_ccs,invest_time_ccs,active_ccs,transport_cost,captured_co2,uncaptured_co2,ccs_energy_penalty,total_fuel_co2_active_ccs
100,1774.1405466551385,7096.562186620554,9462.082915494071,0.0,1,1,1.0,0.0,0.0,1.0,1.0,-0.0,0.0,0.0,-0.0,-0.0,7034.307084090837,1620.0406113967526,7096.562186620554,1774.1405466551385,0.0,0.0,0.0,0.0,0.0,5000,403.1203453772556,124.5102050594349,154.0999352583858,0,31702.944797457414,17500.758468158296,0,0.0,0.0,0,8.66129994392395e-08,0,0.0,1.0,-0.0,-0.0,0.0,0.0,0.0,2815.520728873518,0.0,0.0
101,1730.6040427077637,6922.416170831055,9229.88822777474,0.0,1,1,1.0,0.0,0.0,1.0,1.0,-0.0,0.0,0.0,-0.0,-0.0,6841.984234929661,1642.5640553509645,6922.416170831055,1730.6040427077637,0.0,0.0,0.0,0.0,0.0,5000,409.7677309623716,160.86387180278624,88.03998735679916,0,31702.944797457414,17500.758468158296,0,0.0,0.0,0,8.66129994392395e-08,0,0.0,1.0,-0.0,-0.0,0.0,0.0,0.0,2757.472056943685,0.0,0.0
102,1293.0940359465885,5172.376143786354,6896.501525048472,0.0,1,1,1.0,0.0,0.0,1.0,1.0,-0.0,0.0,0.0,-0.0,-0.0,5083.246608687645,1293.0940359465885,5172.376143786354,1293.0940359465885,131.36856143796808,0.0,0.0,0.0,0.0,5000,356.5181403948385,178.25907019741925,0.0,0,31702.944797457414,17500.758468158296,0,0.0,0.0,0,8.66129994392395e-08,0,0.0,1.0,-0.0,-0.0,0.0,0.0,0.0,2174.125381262118,0.0,0.0
103,1549.1131448134154,6196.4525792536615,8261.936772338215,0.0,1,1,1.0,0.0,0.0,1.0,1.0,-0.0,0.0,0.0,-0.0,-0.0,6090.367545719054,1549.1131448134154,6196.4525792536615,1549.1131448134154,141.05015692065695,0.0,0.0,0.0,0.0,5000,424.3401341384293,212.17006706921464,0.0,0,31702.944797457414,17500.758468158296,0,0.0,0.0,0,8.66129994392395e-08,0,0.0,1.0,-0.0,-0.0,0.0,0.0,0.0,2515.484193084554,0.0,0.0
104,1433.504428457822,5734.017713831288,7645.356951775051,0.0,1,1,1.0,0.0,0.0,1.0,1.0,-0.0,0.0,0.0,-0.0,-0.0,5632.197406957575,1433.504428457822,5734.017713831288,1433.504428457822,210.49212162210665,0.0,0.0,0.0,0.0,5000,407.2812274948533,203.64061374742664,0.0,0,31702.944797457414,17500.758468158296,0,0.0,0.0,0,8.66129994392395e-08,0,0.0,1.0,-0.0,-0.0,0.0,0.0,0.0,2361.339237943763,0.0,0.0
105,1479.9537499773255,5919.814999909302,7893.086666545736,0.0,1,1,1.0,0.0,0.0,1.0,1.0,-0.0,0.0,0.0,-0.0,-0.0,5813.999916360558,1479.9537499773255,5919.814999909302,1479.9537499773255,217.98027420029143,0.0,0.0,0.0,0.0,5000,423.2603341949758,211.6301670974879,0.0,0,31702.944797457414,17500.758468158296,0,0.0,0.0,0,8.66129994392395e-08,0,0.0,1.0,-0.0,-0.0,0.0,0.0,0.0,2423.271666636434,0.0,0.0
106,1498.9065815556091,5995.626326222437,7994.168434963249,0.0,1,1,1.0,0.0,0.0,1.0,1.0,-0.0,0.0,0.0,-0.0,-0.0,5893.049893509526,1498.9065815556091,5995.626326222437,1498.9065815556091,136.3593685907199,0.0,0.0,0.0,0.0,5000,410.3057308516419,205.15286542582095,0.0,0,31702.944797457414,17500.758468158296,0,0.0,0.0,0,8.66129994392395e-08,0,0.0,1.0,-0.0,-0.0,0.0,0.0,0.0,2448.542108740812,0.0,0.0
107,1661.5850031048449,6646.3400124193795,8861.786683225839,0.0,1,1,1.0,0.0,0.0,1.0,1.0,-0.0,0.0,0.0,-0.0,-0.0,6540.5806458821535,1661.5850031048449,6646.3400124193795,1661.5850031048449,35.90589139725921,0.0,0.0,0.0,0.0,5000,423.0374661489058,211.5187330744529,0.0,0,31702.944797457414,17500.758468158296,0,0.0,0.0,0,8.66129994392395e-08,0,0.0,1.0,-0.0,-0.0,0.0,0.0,0.0,2665.4466708064597,0.0,0.0
108,1787.9903929365182,7151.961571746073,9535.948762328097,0.0,1,1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,7069.246676253976,1692.7028260870384,7151.961571746073,1787.9903929365182,0.0,0.0,0.0,0.0,0.0,5000,426.147148817866,165.42979098419315,95.28756684947973,0,31705.39491717767,18708.128119539804,0,0.0,0.0,0,8.777715265750885e-08,0,0.0,1.0,-0.0,-0.0,0.0,0.0,0.0,2833.987190582024,0.0,0.0
109,1638.8835496938714,6555.5341987754855,8740.71226503398,0.0,1,1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,6499.570483742682,1488.908183089153,6555.5341987754855,1638.8835496938714,0.0,0.0,0.0,0.0,0.0,5000,373.8302267359325,111.92743006560707,149.97536660471837,0,31705.39491717767,18708.128119539804,0,0.0,0.0,0,8.777715265750885e-08,0,0.0,1.0,-0.0,-0.0,0.0,0.0,0.0,2635.178066258495,0.0,0.0
110,1825.495345398191,7301.981381592764,9735.975175457019,0.0,1,1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,7253.371726490739,1615.6621646456808,7301.981381592764,1825.495345398191,0.0,0.0,0.0,0.0,0.0,5000,404.2718011606095,97.21931020404972,209.8331807525101,0,31705.39491717767,18708.128119539804,0,0.0,0.0,0,8.777715265750885e-08,0,0.0,1.0,-0.0,-0.0,0.0,0.0,0.0,2883.9937938642547,0.0,0.0
111,1889.8094672669708,7559.237869067883,10078.983825423844,0.0,1,1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,7518.581657398564,1643.6155646530133,7559.237869067883,1889.8094672669708,0.0,0.0,0.0,0.0,0.0,5000,408.8187492912359,81.31242333863914,246.19390261395765,0,31705.39491717767,18708.128119539804,0,0.0,0.0,0,8.777715265750885e-08,0,0.0,1.0,-0.0,-0.0,0.0,0.0,0.0,2969.745956355961,0.0,0.0
112,1892.2505437820503,7569.002175128201,10092.002900170935,0.0,1,1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,7512.022289369948,1694.1472580685945,7569.002175128201,1892.2505437820503,0.0,0.0,0.0,0.0,0.0,5000,426.0228287464673,113.95977151650578,198.10328571345576,0,31705.39491717767,18708.128119539804,0,0.0,0.0,0,8.777715265750885e-08,0,0.0,1.0,-0.0,-0.0,0.0,0.0,0.0,2973.000725042734,0.0,0.0
113,1729.8315464550806,6919.326185820322,9225.76824776043,0.0,1,1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,6839.170203830248,1640.7498323354484,6919.326185820322,1729.8315464550806,0.0,0.0,0.0,0.0,0.0,5000,409.7056420799262,160.31196398014706,89.08171411963207,0,31705.39491717767,18708.128119539804,0,0.0,0.0,0,8.777715265750885e-08,0,0.0,1.0,-0.0,-0.0,0.0,0.0,0.0,2756.4420619401076,0.0,0.0
114,1295.5774942411563,5182.309976964625,6909.7466359528335,0.0,1,1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,5092.855991643576,1295.5774942411563,5182.309976964625,1295.5774942411563,134.74899250299814,0.0,0.0,0.0,0.0,5000,357.8159412841956,178.9079706420978,0.0,0,31705.39491717767,18708.128119539804,0,0.0,0.0,0,8.777715265750885e-08,0,0.0,1.0,-0.0,-0.0,0.0,0.0,0.0,2177.4366589882084,0.0,0.0
115,1546.715743268599,6186.862973074396,8249.150630765862,0.0,1,1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,6080.734935976917,1546.715743268599,6186.862973074396,1546.715743268599,143.6530471540475,0.0,0.0,0.0,0.0,5000,424.5121483899181,212.25607419495904,0.0,0,31705.39491717767,18708.128119539804,0,0.0,0.0,0,8.777715265750885e-08,0,0.0,1.0,-0.0,-0.0,0.0,0.0,0.0,2512.2876576914655,0.0,0.0
116,1435.9396261155523,5743.758504462209,7658.344672616279,0.0,1,1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,5640.412873306134,1435.9396261155523,5743.758504462209,1435.9396261155523,204.18606522736673,0.0,0.0,0.0,0.0,5000,413.3825246243011,206.69126231215054,0.0,0,31705.39491717767,18708.128119539804,0,0.0,0.0,0,8.777715265750885e-08,0,0.0,1.0,-0.0,-0.0,0.0,0.0,0.0,2364.5861681540696,0.0,0.0
117,1481.4037075704168,5925.614830281667,7900.819773708889,0.0,1,1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,5819.68314518089,1481.4037075704168,5925.614830281667,1481.4037075704168,211.3449842728403,0.0,0.0,0.0,0.0,5000,423.7267404031091,211.86337020155455,0.0,0,31705.39491717767,18708.128119539804,0,0.0,0.0,0,8.777715265750885e-08,0,0.0,1.0,-0.0,-0.0,0.0,0.0,0.0,2425.2049434272226,0.0,0.0
118,1498.3834158516538,5993.533663406615,7991.378217875487,0.0,1,1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,5891.174271139121,1498.3834158516538,5993.533663406615,1498.3834158516538,144.49268924091712,0.0,0.0,0.0,0.0,5000,409.4375690699767,204.71878453498834,0.0,0,31705.39491717767,18708.128119539804,0,0.0,0.0,0,8.777715265750885e-08,0,0.0,1.0,-0.0,-0.0,0.0,0.0,0.0,2447.8445544688716,0.0,0.0
119,1660.8126534667297,6643.250613866919,8857.667485155891,0.0,1,1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,6536.968652360967,1660.8126534667297,6643.250613866919,1660.8126534667297,36.86378039161832,0.0,0.0,0.0,0.0,5000,425.1278460238078,212.5639230119039,0.0,0,31705.39491717767,18708.128119539804,0,0.0,0.0,0,8.777715265750885e-08,0,0.0,1.0,-0.0,-0.0,0.0,0.0,0.0,2664.4168712889727,0.0,0.0
120,1787.292663917925,7149.1706556717,9532.2275408956,0.0,1,1,0.0,1.0,0.0,1.0,1.0,-0.0,1.0,0.0,-0.0,0.0,7065.499274223997,1700.1182769017598,7149.1706556717,1787.292663917925,0.0,0.0,0.0,0.0,0.0,5000,421.85991280697766,167.34276289540622,87.17438701616523,0,12797.039097558303,905.5938101626671,0,0.0,0.0,0,8.777715265750885e-08,0,0.0,1.0,-0.0,0.0,0.0,0.0,0.0,1117.2559278626918,0.0,0.0
121,1706.4881964826225,6825.95278593049,9101.270381240653,0.0,1,1,0.0,1.0,0.0,1.0,1.0,-0.0,1.0,0.0,-0.0,0.0,6773.683533867326,1532.274956803691,6825.95278593049,1706.4881964826225,0.0,0.0,0.0,0.0,0.0,5000,383.290247931585,104.53850412632681,174.21323967893136,0,12797.039097558303,905.5938101626671,0,0.0,0.0,0,8.777715265750885e-08,0,0.0,1.0,-0.0,0.0,0.0,0.0,0.0,1087.0889266868458,0.0,0.0
122,1952.6925219440436,7810.7700877761745,10414.3601170349,0.0,1,1,0.0,1.0,0.0,1.0,1.0,-0.0,1.0,0.0,-0.0,0.0,7768.617845914165,1697.2678341849205,7810.7700877761745,1952.6925219440436,0.0,0.0,0.0,0.0,0.0,5000,424.03365520716,84.3044837240185,255.424687759123,0,12797.039097558303,905.5938101626671,0,0.0,0.0,0,8.777715265750885e-08,0,0.0,1.0,-0.0,0.0,0.0,0.0,0.0,1179.0052081924432,0.0,0.0
123,1816.6481286528158,7266.592514611263,9688.790019481685,0.0,1,1,0.0,1.0,0.0,1.0,1.0,-0.0,1.0,0.0,-0.0,0.0,7222.988100640687,1593.4901615247186,7266.592514611263,1816.6481286528158,0.0,0.0,0.0,0.0,0.0,5000,397.5756230104,87.20882794115144,223.15796712809714,0,12797.039097558303,905.5938101626671,0,0.0,0.0,0,8.777715265750885e-08,0,0.0,1.0,-0.0,0.0,0.0,0.0,0.0,1128.215301363718,0.0,0.0
124,1896.546674305321,7586.186697221284,10114.915596295044,0.0,1,1,0.0,1.0,0.0,1.0,1.0,-0.0,1.0,0.0,-0.0,0.0,7530.208186948678,1696.6862991342202,7586.186697221284,1896.546674305321,0.0,0.0,0.0,0.0,0.0,5000,423.774416261522,111.95702054521061,199.86037517110077,0,12797.039097558303,905.5938101626671,0,0.0,0.0,0,8.777715265750885e-08,0,0.0,1.0,-0.0,0.0,0.0,0.0,0.0,1158.0440917406531,0.0,0.0
125,1729.126472908574,6916.505891634296,9222.007855512395,0.0,1,1,0.0,1.0,0.0,1.0,1.0,-0.0,1.0,0.0,-0.0,0.0,6835.585870712057,1643.124527490265,6916.505891634296,1729.126472908574,0.0,0.0,0.0,0.0,0.0,5000,409.682029107266,161.84004184447855,86.0019454183089,0,12797.039097558303,905.5938101626671,0,0.0,0.0,0,8.777715265750885e-08,0,0.0,1.0,-0.0,0.0,0.0,0.0,0.0,1095.5405498858677,0.0,0.0
126,1294.4888830479422,5177.955532191769,6903.940709589025,0.0,1,1,0.0,1.0,0.0,1.0,1.0,-0.0,1.0,0.0,-0.0,0.0,5088.542538559913,1294.4888830479422,5177.955532191769,1294.4888830479422,134.2162953310169,0.0,0.0,0.0,0.0,5000,357.6519745274249,178.82598726371245,0.0,0,12797.039097558303,905.5938101626671,0,0.0,0.0,0,8.777715265750885e-08,0,0.0,1.0,-0.0,0.0,0.0,0.0,0.0,933.2758496712318,0.0,0.0
127,1444.6125384212796,5778.4501536851185,7704.600204913491,0.0,1,1,0.0,1.0,0.0,1.0,1.0,-0.0,1.0,0.0,-0.0,0.0,5677.3354576371385,1444.6125384212796,5778.4501536851185,1444.6125384212796,175.88810966767187,0.0,0.0,0.0,0.0,5000,404.4587841919183,202.22939209595916,0.0,0,12797.039097558303,905.5938101626671,0,0.0,0.0,0,8.777715265750885e-08,0,0.0,1.0,-0.0,0.0,0.0,0.0,0.0,989.3220143439445,0.0,0.0
128,1433.8376608215574,5735.35064328623,7647.134191048306,0.0,1,1,0.0,1.0,0.0,1.0,1.0,-0.0,1.0,0.0,-0.0,0.0,5632.70107476566,1433.8376608215574,5735.35064328623,1433.8376608215574,208.43701062150717,0.0,0.0,0.0,0.0,5000,410.5982740822762,205.2991370411381,0.0,0,12797.039097558303,905.5938101626671,0,0.0,0.0,0,8.777715265750885e-08,0,0.0,1.0,-0.0,0.0,0.0,0.0,0.0,985.2993933733815,0.0,0.0
129,1480.6717570070077,5922.687028028031,7896.916037370708,0.0,1,1,0.0,1.0,0.0,1.0,1.0,-0.0,1.0,0.0,-0.0,0.0,5816.661315625797,1480.6717570070077,5922.687028028031,1480.6717570070077,215.14222060891325,0.0,0.0,0.0,0.0,5000,424.1028496089355,212.05142480446776,0.0,0,12797.039097558303,905.5938101626671,0,0.0,0.0,0,8.777715265750885e-08,0,0.0,1.0,-0.0,0.0,0.0,0.0,0.0,1002.7841226159496,0.0,0.0
130,1495.917621672319,5983.670486689276,7978.227315585701,0.0,1,1,0.0,1.0,0.0,1.0,1.0,-0.0,1.0,0.0,-0.0,0.0,5880.9034803288405,1495.917621672319,5983.670486689276,1495.917621672319,143.37422324470162,0.0,0.0,0.0,0.0,5000,411.0680254417411,205.53401272087055,0.0,0,12797.039097558303,905.5938101626671,0,0.0,0.0,0,8.777715265750885e-08,0,0.0,1.0,-0.0,0.0,0.0,0.0,0.0,1008.475912090999,0.0,0.0
131,1661.3609710814353,6645.443884325741,8860.591845767654,0.0,1,1,0.0,1.0,0.0,1.0,1.0,-0.0,1.0,0.0,-0.0,0.0,6539.668821556044,1661.3609710814353,6645.443884325741,1661.3609710814353,33.4500803870244,0.0,0.0,0.0,0.0,5000,423.1002510787888,211.5501255393944,0.0,0,12797.039097558303,905.5938101626671,0,0.0,0.0,0,8.777715265750885e-08,0,0.0,1.0,-0.0,0.0,0.0,0.0,0.0,1070.241429203736,0.0,0.0
132,1788.3281394374415,7153.312557749766,9537.750076999688,0.0,1,1,0.0,1.0,0.0,1.0,1.0,-0.0,1.0,0.0,-0.0,0.0,7070.074183985046,1698.0041125795578,7153.312557749766,1788.3281394374415,0.0,0.0,0.0,0.0,0.0,5000,423.2775219167619,166.4767475294391,90.32402685788368,0,11755.394695207986,878.6425139290986,0,0.0,0.0,0,8.835922926664352e-08,0,0.0,1.0,-0.0,-0.0,0.0,0.0,0.0,1022.2650046199813,0.0,0.0
133,1768.4999382499238,7073.999752999695,9431.99967066626,0.0,1,1,0.0,1.0,0.0,1.0,1.0,-0.0,1.0,0.0,-0.0,0.0,7020.054664060927,1587.3698538033057,7073.999752999695,1768.4999382499238,0.0,0.0,0.0,0.0,0.0,5000,396.9104402016906,107.89017787753626,181.1300844466181,0,11755.394695207986,878.6425139290986,0,0.0,0.0,0,8.835922926664352e-08,0,0.0,1.0,-0.0,-0.0,0.0,0.0,0.0,1015.9199802399756,0.0,0.0
134,1950.4339800790397,7801.735920316159,10402.314560421544,0.0,1,1,0.0,1.0,0.0,1.0,1.0,-0.0,1.0,0.0,-0.0,0.0,7758.825350080531,1698.7520949937286,7801.735920316159,1950.4339800790397,0.0,0.0,0.0,0.0,0.0,5000,423.32416602782257,85.82114047125573,251.6818850853111,0,11755.394695207986,878.6425139290986,0,0.0,0.0,0,8.835922926664352e-08,0,0.0,1.0,-0.0,-0.0,0.0,0.0,0.0,1074.1388736252925,0.0,0.0
135,1888.173545141419,7552.694180565676,10070.2589074209,0.0,1,1,0.0,1.0,0.0,1.0,1.0,-0.0,1.0,0.0,-0.0,0.0,7512.319362164529,1639.608304577848,7552.694180565676,1888.173545141419,0.0,0.0,0.0,0.0,0.0,5000,410.0645141681588,80.7496368022939,248.56524056357097,0,11755.394695207986,878.6425139290986,0,0.0,0.0,0,8.835922926664352e-08,0,0.0,1.0,-0.0,-0.0,0.0,0.0,0.0,1054.2155344452538,0.0,0.0
136,1891.7299397399552,7566.919758959821,10089.226345279762,0.0,1,1,0.0,1.0,0.0,1.0,1.0,-0.0,1.0,0.0,-0.0,0.0,7508.511521042524,1700.652679079355,7566.919758959821,1891.7299397399552,0.0,0.0,0.0,0.0,0.0,5000,424.710212329789,116.81647583459441,191.07726066060016,0,11755.394695207986,878.6425139290986,0,0.0,0.0,0,8.835922926664352e-08,0,0.0,1.0,-0.0,-0.0,0.0,0.0,0.0,1055.3535807167855,0.0,0.0
137,1725.7529447369047,6903.011778947619,9204.015705263491,0.0,1,1,0.0,1.0,0.0,1.0,1.0,-0.0,1.0,0.0,-0.0,0.0,6820.2633756345695,1644.8670382321409,6903.011778947619,1725.7529447369047,0.0,0.0,0.0,0.0,0.0,5000,411.8795197569647,165.49680662610038,80.88590650476395,0,11755.394695207986,878.6425139290986,0,0.0,0.0,0,8.835922926664352e-08,0,0.0,1.0,-0.0,-0.0,0.0,0.0,0.0,1002.2409423158095,0.0,0.0
138,1291.2332562728952,5164.933025091581,6886.577366788774,0.0,1,1,0.0,1.0,0.0,1.0,1.0,-0.0,1.0,0.0,-0.0,0.0,5075.630882797129,1291.2332562728952,5164.933025091581,1291.2332562728952,137.18663560529467,0.0,0.0,0.0,0.0,5000,357.2085691778082,178.6042845889041,0.0,0,11755.394695207986,878.6425139290986,0,0.0,0.0,0,8.835922926664352e-08,0,0.0,1.0,-0.0,-0.0,0.0,0.0,0.0,863.1946420073264,0.0,0.0
139,1412.6325449332435,5650.530179732974,7534.040239643965,0.0,1,1,0.0,1.0,0.0,1.0,1.0,-0.0,1.0,0.0,-0.0,0.0,5550.291877190024,1412.6325449332435,5650.530179732974,1412.6325449332435,181.77782100278023,0.0,0.0,0.0,0.0,5000,400.9532101717991,200.47660508589956,0.0,0,11755.394695207986,878.6425139290986,0,0.0,0.0,0,8.835922926664352e-08,0,0.0,1.0,-0.0,-0.0,0.0,0.0,0.0,902.0424143786379,0.0,0.0
140,1433.1744458490139,5732.6977833960555,7643.597044528074,0.0,1,1,0.0,1.0,0.0,1.0,1.0,-0.0,1.0,0.0,-0.0,0.0,5630.059059031328,1433.1744458490139,5732.6977833960555,1433.1744458490139,208.61394086794553,0.0,0.0,0.0,0.0,5000,410.55489745890986,205.27744872945493,0.0,0,11755.394695207986,878.6425139290986,0,0.0,0.0,0,8.835922926664352e-08,0,0.0,1.0,-0.0,-0.0,0.0,0.0,0.0,908.6158226716843,0.0,0.0
141,1480.1646396685594,5920.658558674238,7894.21141156565,0.0,1,1,0.0,1.0,0.0,1.0,1.0,-0.0,1.0,0.0,-0.0,0.0,5815.259813211668,1480.1646396685594,5920.658558674238,1480.1646396685594,215.71488810198275,0.0,0.0,0.0,0.0,5000,421.5949818502762,210.7974909251381,0.0,0,11755.394695207986,878.6425139290986,0,0.0,0.0,0,8.835922926664352e-08,0,0.0,1.0,-0.0,-0.0,0.0,0.0,0.0,923.6526846939389,0.0,0.0
142,1499.9203877804994,5999.6815511219975,7999.575401495997,0.0,1,1,0.0,1.0,0.0,1.0,1.0,-0.0,1.0,0.0,-0.0,0.0,5897.336864155836,1499.9203877804994,5999.6815511219975,1499.9203877804994,140.97458426366507,0.0,0.0,0.0,0.0,5000,409.3787478646439,204.68937393232196,0.0,0,11755.394695207986,878.6425139290986,0,0.0,0.0,0,8.835922926664352e-08,0,0.0,1.0,-0.0,-0.0,0.0,0.0,0.0,929.9745240897602,0.0,0.0
143,1594.7076391338915,6378.830556535566,8505.107408714088,0.0,1,1,0.0,1.0,0.0,1.0,1.0,-0.0,1.0,0.0,-0.0,0.0,6275.905291242774,1594.7076391338915,6378.830556535566,1594.7076391338915,47.32313474464445,0.0,0.0,0.0,0.0,5000,411.7010611711664,205.8505305855832,0.0,0,11755.394695207986,878.6425139290986,0,0.0,0.0,0,8.835922926664352e-08,0,0.0,1.0,-0.0,-0.0,0.0,0.0,0.0,960.3064445228448,0.0,0.0
144,1787.8232038146914,7151.292815258766,9535.057087011688,0.0,1,1,0.0,1.0,0.0,1.0,1.0,-0.0,1.0,0.0,-0.0,0.0,7067.997955298851,1698.349398409635,7151.292815258766,1787.8232038146914,0.0,0.0,0.0,0.0,0.0,5000,422.6532452447156,166.58971991982952,89.47380540505658,0,10676.802795697186,730.9547675868816,0,0.0,0.0,0,8.835922926664352e-08,0,0.0,1.0,-0.0,0.0,0.0,0.0,0.0,926.7528543505844,0.0,0.0
145,1708.0839044525571,6832.3356178102285,9109.78082374697,0.0,1,1,0.0,1.0,0.0,1.0,1.0,-0.0,1.0,0.0,-0.0,0.0,6780.10240104961,1532.5896606545452,6832.3356178102285,1708.0839044525571,0.0,0.0,0.0,0.0,0.0,5000,384.4271108404872,104.46643352123762,175.49424379801198,0,10676.802795697186,730.9547675868816,0,0.0,0.0,0,8.835922926664352e-08,0,0.0,1.0,-0.0,0.0,0.0,0.0,0.0,905.4890411873486,0.0,0.0
146,1951.6509783340218,7806.603913336087,10408.80521778145,0.0,1,1,0.0,1.0,0.0,1.0,1.0,-0.0,1.0,0.0,-0.0,0.0,7763.678567531869,1698.371131786235,7806.603913336087,1951.6509783340218,0.0,0.0,0.0,0.0,0.0,5000,424.9812297646602,85.85069160843675,253.27984654778672,0,10676.802795697186,730.9547675868816,0,0.0,0.0,0,8.835922926664352e-08,0,0.0,1.0,-0.0,0.0,0.0,0.0,0.0,970.4402608890725,0.0,0.0
147,1889.6590162873174,7558.63606514927,10078.181420199026,0.0,1,1,0.0,1.0,0.0,1.0,1.0,-0.0,1.0,0.0,-0.0,0.0,7517.628599248208,1643.8672391117918,7558.63606514927,1889.6590162873174,0.0,0.0,0.0,0.0,0.0,5000,409.82164077976887,82.01493180212171,245.79177717552545,0,10676.802795697186,730.9547675868816,0,0.0,0.0,0,8.835922926664352e-08,0,0.0,1.0,-0.0,0.0,0.0,0.0,0.0,953.9090710099514,0.0,0.0
148,1731.1858576262855,6924.743430505142,9232.991240673522,0.0,1,1,0.0,1.0,0.0,1.0,1.0,-0.0,1.0,0.0,-0.0,0.0,6858.402606420039,1598.6536745569765,6924.743430505142,1731.1858576262855,0.0,0.0,0.0,0.0,0.0,5000,397.89547940972295,132.68164817020696,132.53218306930904,0,10676.802795697186,730.9547675868816,0,0.0,0.0,0,8.835922926664352e-08,0,0.0,1.0,-0.0,0.0,0.0,0.0,0.0,911.6495620336761,0.0,0.0
149,1645.4074581891705,6581.629832756682,8775.506443675577,0.0,1,1,0.0,1.0,0.0,1.0,1.0,-0.0,1.0,0.0,-0.0,0.0,6500.6924761548535,1576.079313684231,6581.629832756682,1645.4074581891705,0.0,0.0,0.0,0.0,0.0,5000,393.07757091225415,161.87471320365734,69.32814450493949,0,10676.802795697186,730.9547675868816,0,0.0,0.0,0,8.835922926664352e-08,0,0.0,1.0,-0.0,0.0,0.0,0.0,0.0,888.7753221837788,0.0,0.0
150,1297.0174855052423,5188.069942020969,6917.426589361293,0.0,1,1,0.0,1.0,0.0,1.0,1.0,-0.0,1.0,0.0,-0.0,0.0,5098.495632866948,1297.0174855052423,5188.069942020969,1297.0174855052423,130.9478103680151,0.0,0.0,0.0,0.0,5000,358.2972366160854,179.1486183080427,0.0,0,10676.802795697186,730.9547675868816,0,0.0,0.0,0,8.835922926664352e-08,0,0.0,1.0,-0.0,0.0,0.0,0.0,0.0,795.8713294680646,0.0,0.0
151,1549.0653186402158,6196.261274560863,8261.681699414485,0.0,1,1,0.0,1.0,0.0,1.0,1.0,-0.0,1.0,0.0,-0.0,0.0,6090.550716495641,1549.0653186402158,6196.261274560863,1549.0653186402158,146.57814710317734,0.0,0.0,0.0,0.0,5000,422.8422322608884,211.4211161304442,0.0,0,10676.802795697186,730.9547675868816,0,0.0,0.0,0,8.835922926664352e-08,0,0.0,1.0,-0.0,0.0,0.0,0.0,0.0,863.0840849707242,0.0,0.0
152,1433.6787076624676,5734.71483064987,7646.286440866494,0.0,1,1,0.0,1.0,0.0,1.0,1.0,-0.0,1.0,0.0,-0.0,0.0,5632.334516934279,1433.6787076624676,5734.71483064987,1433.6787076624676,207.55767400034074,0.0,0.0,0.0,0.0,5000,409.52125486236304,204.76062743118152,0.0,0,10676.802795697186,730.9547675868816,0,0.0,0.0,0,8.835922926664352e-08,0,0.0,1.0,-0.0,0.0,0.0,0.0,0.0,832.3143220433246,0.0,0.0
153,1481.5822616060186,5926.3290464240745,7901.772061898766,0.0,1,1,0.0,1.0,0.0,1.0,1.0,-0.0,1.0,0.0,-0.0,0.0,5819.878502685548,1481.5822616060186,5926.3290464240745,1481.5822616060186,212.3444764518929,0.0,0.0,0.0,0.0,5000,425.8021749541073,212.90108747705364,0.0,0,10676.802795697186,730.9547675868816,0,0.0,0.0,0,8.835922926664352e-08,0,0.0,1.0,-0.0,0.0,0.0,0.0,0.0,845.0886030949378,0.0,0.0
154,1497.892625850916,5991.570503403664,7988.760671204885,0.0,1,1,0.0,1.0,0.0,1.0,1.0,-0.0,1.0,0.0,-0.0,0.0,5889.21465585537,1497.892625850916,5991.570503403664,1497.892625850916,143.10549622183657,0.0,0.0,0.0,0.0,5000,409.4233901931716,204.7116950965858,0.0,0,10676.802795697186,730.9547675868816,0,0.0,0.0,0,8.835922926664352e-08,0,0.0,1.0,-0.0,0.0,0.0,0.0,0.0,849.4380335602443,0.0,0.0
